topic,week_start_date,country,sentiment,volume
K Console,10/30/2017,Australia,negative,115
K Console,10/30/2017,United Kingdom,neutral,6227
K Console,10/30/2017,Australia,neutral,1135
K Console,10/30/2017,Germany,unassigned,95
K Console,10/30/2017,United States,neutral,54020
K Console,10/30/2017,Germany,positive,1061
K Console,10/30/2017,Australia,unassigned,16
K Console,10/30/2017,United Kingdom,positive,1405
K Console,10/30/2017,United Kingdom,negative,519
K Console,10/30/2017,United States,positive,11492
K Console,10/30/2017,Germany,negative,348
K Console,10/30/2017,United States,unassigned,1200
K Console,10/30/2017,Australia,positive,325
K Console,10/30/2017,United States,negative,6143
K Console,10/30/2017,United Kingdom,unassigned,174
K Console,10/30/2017,Germany,neutral,
K Console,11/6/2017,Australia,neutral,1856
K Console,11/6/2017,Germany,neutral,2200
K Console,11/6/2017,United Kingdom,neutral,9554
K Console,11/6/2017,United Kingdom,negative,825
K Console,11/6/2017,Australia,positive,405
K Console,11/6/2017,Australia,negative,133
K Console,11/6/2017,Germany,unassigned,85
K Console,11/6/2017,United States,negative,8222
K Console,11/6/2017,Germany,positive,1629
K Console,11/6/2017,United Kingdom,positive,1729
K Console,11/6/2017,United States,unassigned,1476
K Console,11/6/2017,United States,neutral,75742
K Console,11/6/2017,United Kingdom,unassigned,204
K Console,11/6/2017,United States,positive,15450
K Console,11/6/2017,Australia,unassigned,29
K Console,11/6/2017,Germany,negative,
K Console,11/13/2017,United Kingdom,unassigned,238
K Console,11/13/2017,United Kingdom,neutral,11959
K Console,11/13/2017,Australia,negative,181
K Console,11/13/2017,United States,positive,14200
K Console,11/13/2017,United States,unassigned,1344
K Console,11/13/2017,Germany,positive,1301
K Console,11/13/2017,United Kingdom,negative,1153
K Console,11/13/2017,Australia,positive,353
K Console,11/13/2017,Germany,unassigned,60
K Console,11/13/2017,United States,neutral,84234
K Console,11/13/2017,United States,negative,8337
K Console,11/13/2017,Australia,neutral,2439
K Console,11/13/2017,Germany,negative,
K Console,11/13/2017,Australia,unassigned,
K Console,11/13/2017,Germany,neutral,
K Console,11/13/2017,United Kingdom,positive,
K Console,11/20/2017,Australia,negative,145
K Console,11/20/2017,United States,unassigned,1272
K Console,11/20/2017,Germany,neutral,3109
K Console,11/20/2017,United Kingdom,positive,2095
K Console,11/20/2017,United States,positive,12979
K Console,11/20/2017,Australia,unassigned,26
K Console,11/20/2017,United Kingdom,unassigned,245
K Console,11/20/2017,United Kingdom,negative,1040
K Console,11/20/2017,Australia,neutral,2032
K Console,11/20/2017,Germany,unassigned,86
K Console,11/20/2017,United Kingdom,neutral,13457
K Console,11/20/2017,Australia,positive,409
K Console,11/20/2017,United States,negative,6373
K Console,11/20/2017,Germany,positive,
K Console,11/20/2017,Germany,negative,
K Console,11/20/2017,United States,neutral,
K Console,11/27/2017,United Kingdom,positive,1335
K Console,11/27/2017,Australia,positive,147
K Console,11/27/2017,United Kingdom,neutral,4333
K Console,11/27/2017,Australia,negative,55
K Console,11/27/2017,United States,neutral,41008
K Console,11/27/2017,Germany,unassigned,38
K Console,11/27/2017,United States,positive,7305
K Console,11/27/2017,United States,negative,3127
K Console,11/27/2017,Germany,positive,655
K Console,11/27/2017,Germany,negative,176
K Console,11/27/2017,United States,neutral,41517
K Console,11/27/2017,Australia,negative,57
K Console,11/27/2017,Germany,neutral,1028
K Console,11/27/2017,Australia,positive,188
K Console,11/27/2017,United States,positive,8235
K Console,11/27/2017,United States,negative,4472
K Console,11/27/2017,United Kingdom,negative,380
K Console,11/27/2017,Australia,neutral,813
K Console,11/27/2017,United Kingdom,unassigned,126
K Console,11/27/2017,Australia,neutral,711
K Console,11/27/2017,Germany,unassigned,43
K Console,11/27/2017,United States,unassigned,749
K Console,11/27/2017,United Kingdom,negative,252
K Console,11/27/2017,Germany,neutral,1150
K Console,11/27/2017,United States,unassigned,489
K Console,11/27/2017,United Kingdom,unassigned,66
K Console,11/27/2017,United Kingdom,positive,768
K Console,11/27/2017,Germany,positive,706
K Console,11/27/2017,Australia,unassigned,
K Console,11/27/2017,Australia,unassigned,
K Console,11/27/2017,Germany,negative,
K Console,11/27/2017,United Kingdom,neutral,
K Console,12/4/2017,Australia,neutral,1957
K Console,12/4/2017,Australia,unassigned,41
K Console,12/4/2017,United States,neutral,94338
K Console,12/4/2017,Germany,unassigned,156
K Console,12/4/2017,Germany,negative,602
K Console,12/4/2017,United Kingdom,unassigned,323
K Console,12/4/2017,United States,positive,20550
K Console,12/4/2017,United States,unassigned,2422
K Console,12/4/2017,Germany,positive,2171
K Console,12/4/2017,United Kingdom,negative,738
K Console,12/4/2017,United Kingdom,neutral,13445
K Console,12/4/2017,United States,negative,9993
K Console,12/4/2017,United Kingdom,positive,2531
K Console,12/4/2017,Australia,positive,
K Console,12/4/2017,Germany,neutral,
K Console,12/4/2017,Australia,negative,
K Console,12/11/2017,Germany,positive,1500
K Console,12/11/2017,Australia,negative,168
K Console,12/11/2017,Australia,unassigned,30
K Console,12/11/2017,United States,unassigned,1683
K Console,12/11/2017,Germany,neutral,3490
K Console,12/11/2017,United Kingdom,positive,2238
K Console,12/11/2017,United States,positive,16888
K Console,12/11/2017,United Kingdom,unassigned,253
K Console,12/11/2017,United States,neutral,85123
K Console,12/11/2017,United Kingdom,neutral,14121
K Console,12/11/2017,United Kingdom,negative,855
K Console,12/11/2017,Australia,positive,276
K Console,12/11/2017,Germany,negative,
K Console,12/11/2017,United States,negative,
K Console,12/11/2017,Australia,neutral,
K Console,12/11/2017,Germany,unassigned,
K Console,12/18/2017,Australia,positive,370
K Console,12/18/2017,United Kingdom,positive,2647
K Console,12/18/2017,Australia,unassigned,24
K Console,12/18/2017,United Kingdom,negative,607
K Console,12/18/2017,United Kingdom,neutral,12206
K Console,12/18/2017,United States,neutral,71803
K Console,12/18/2017,United States,positive,17175
K Console,12/18/2017,Germany,unassigned,62
K Console,12/18/2017,Germany,neutral,8682
K Console,12/18/2017,United Kingdom,unassigned,151
K Console,12/18/2017,United States,unassigned,917
K Console,12/18/2017,Germany,positive,7725
K Console,12/18/2017,Australia,negative,119
K Console,12/18/2017,Australia,neutral,1375
K Console,12/18/2017,Germany,negative,
K Console,12/18/2017,United States,negative,
K Console,12/25/2017,United States,negative,7822
K Console,12/25/2017,Germany,unassigned,57
K Console,12/25/2017,United Kingdom,positive,1593
K Console,12/25/2017,Australia,positive,267
K Console,12/25/2017,United Kingdom,unassigned,124
K Console,12/25/2017,Germany,positive,1206
K Console,12/25/2017,United States,unassigned,795
K Console,12/25/2017,Australia,unassigned,21
K Console,12/25/2017,Germany,negative,387
K Console,12/25/2017,United States,neutral,67830
K Console,12/25/2017,Australia,negative,93
K Console,12/25/2017,Germany,neutral,1805
K Console,12/25/2017,Australia,neutral,1329
K Console,12/25/2017,United Kingdom,neutral,10564
K Console,12/25/2017,United Kingdom,negative,552
K Console,12/25/2017,United States,positive,16068
K Console,1/1/2018,United Kingdom,positive,1370
K Console,1/1/2018,United States,positive,13051
K Console,1/1/2018,Australia,unassigned,19
K Console,1/1/2018,United Kingdom,unassigned,149
K Console,1/1/2018,United States,negative,7283
K Console,1/1/2018,Germany,unassigned,82
K Console,1/1/2018,Germany,neutral,2341
K Console,1/1/2018,United Kingdom,neutral,9933
K Console,1/1/2018,Australia,positive,197
K Console,1/1/2018,United Kingdom,negative,521
K Console,1/1/2018,Australia,neutral,1100
K Console,1/1/2018,United States,unassigned,1151
K Console,1/1/2018,Australia,negative,81
K Console,1/1/2018,United States,neutral,79220
K Console,1/1/2018,Germany,negative,557
K Console,1/1/2018,Germany,positive,
K Console,1/8/2018,Australia,unassigned,18
K Console,1/8/2018,Australia,negative,89
K Console,1/8/2018,United States,negative,8303
K Console,1/8/2018,United States,neutral,74172
K Console,1/8/2018,United Kingdom,unassigned,185
K Console,1/8/2018,United Kingdom,positive,1543
K Console,1/8/2018,Germany,neutral,1999
K Console,1/8/2018,Germany,unassigned,83
K Console,1/8/2018,Australia,positive,253
K Console,1/8/2018,Germany,negative,538
K Console,1/8/2018,United Kingdom,neutral,7477
K Console,1/8/2018,United States,unassigned,
K Console,1/8/2018,United Kingdom,negative,
K Console,1/8/2018,Australia,neutral,
K Console,1/8/2018,United States,positive,
K Console,1/8/2018,Germany,positive,
K Console,1/15/2018,Germany,unassigned,139
K Console,1/15/2018,Australia,positive,282
K Console,1/15/2018,United States,negative,8287
K Console,1/15/2018,United Kingdom,positive,1672
K Console,1/15/2018,United Kingdom,neutral,9325
K Console,1/15/2018,United States,neutral,79760
K Console,1/15/2018,United States,positive,16121
K Console,1/15/2018,Australia,neutral,1294
K Console,1/15/2018,Germany,negative,662
K Console,1/15/2018,United Kingdom,unassigned,205
K Console,1/15/2018,Australia,unassigned,22
K Console,1/15/2018,United States,unassigned,1975
K Console,1/15/2018,Germany,positive,1781
K Console,1/15/2018,United Kingdom,negative,700
K Console,1/15/2018,Germany,neutral,
K Console,1/15/2018,Australia,negative,
K Console,1/22/2018,Australia,positive,278
K Console,1/22/2018,Australia,neutral,1599
K Console,1/22/2018,United States,unassigned,1927
K Console,1/22/2018,Germany,positive,2220
K Console,1/22/2018,Australia,unassigned,32
K Console,1/22/2018,Australia,negative,170
K Console,1/22/2018,United Kingdom,positive,1643
K Console,1/22/2018,Germany,negative,562
K Console,1/22/2018,United Kingdom,negative,1223
K Console,1/22/2018,Germany,unassigned,114
K Console,1/22/2018,United States,positive,16788
K Console,1/22/2018,United States,negative,11453
K Console,1/22/2018,United States,neutral,90589
K Console,1/22/2018,United Kingdom,neutral,10466
K Console,1/22/2018,United Kingdom,unassigned,
K Console,1/22/2018,Germany,neutral,
K Console,1/29/2018,Germany,unassigned,64
K Console,1/29/2018,Germany,positive,682
K Console,1/29/2018,United States,negative,4197
K Console,1/29/2018,United Kingdom,positive,403
K Console,1/29/2018,United States,positive,5913
K Console,1/29/2018,Australia,unassigned,27
K Console,1/29/2018,United States,unassigned,842
K Console,1/29/2018,United Kingdom,negative,210
K Console,1/29/2018,United States,positive,7265
K Console,1/29/2018,Australia,negative,48
K Console,1/29/2018,Germany,negative,157
K Console,1/29/2018,United Kingdom,unassigned,44
K Console,1/29/2018,United States,neutral,36753
K Console,1/29/2018,United Kingdom,neutral,2237
K Console,1/29/2018,Germany,negative,298
K Console,1/29/2018,Germany,neutral,590
K Console,1/29/2018,Australia,neutral,628
K Console,1/29/2018,Australia,positive,137
K Console,1/29/2018,Germany,positive,908
K Console,1/29/2018,Australia,unassigned,5
K Console,1/29/2018,Australia,positive,87
K Console,1/29/2018,United States,neutral,30114
K Console,1/29/2018,United States,negative,2709
K Console,1/29/2018,United Kingdom,negative,309
K Console,1/29/2018,Germany,unassigned,22
K Console,1/29/2018,Germany,neutral,1532
K Console,1/29/2018,United Kingdom,unassigned,144
K Console,1/29/2018,Australia,negative,44
K Console,1/29/2018,United Kingdom,neutral,4035
K Console,1/29/2018,United Kingdom,positive,815
K Console,1/29/2018,United States,unassigned,
K Console,1/29/2018,Australia,neutral,
K Console,2/5/2018,Australia,negative,125
K Console,2/5/2018,United States,negative,8108
K Console,2/5/2018,United States,unassigned,1419
K Console,2/5/2018,United Kingdom,unassigned,123
K Console,2/5/2018,Australia,neutral,1314
K Console,2/5/2018,United States,neutral,71851
K Console,2/5/2018,Germany,positive,1252
K Console,2/5/2018,United Kingdom,positive,1365
K Console,2/5/2018,Germany,neutral,1704
K Console,2/5/2018,United States,positive,13125
K Console,2/5/2018,United Kingdom,neutral,7147
K Console,2/5/2018,United Kingdom,negative,521
K Console,2/5/2018,Germany,unassigned,47
K Console,2/5/2018,Australia,unassigned,30
K Console,2/5/2018,Australia,positive,274
K Console,2/5/2018,Germany,negative,528
K Console,2/12/2018,United States,positive,14491
K Console,2/12/2018,United Kingdom,unassigned,117
K Console,2/12/2018,United States,unassigned,1417
K Console,2/12/2018,United Kingdom,negative,483
K Console,2/12/2018,Australia,negative,89
K Console,2/12/2018,Germany,unassigned,41
K Console,2/12/2018,United Kingdom,neutral,8265
K Console,2/12/2018,United States,neutral,72913
K Console,2/12/2018,Germany,neutral,2156
K Console,2/12/2018,Australia,neutral,1316
K Console,2/12/2018,United Kingdom,positive,1861
K Console,2/12/2018,United States,negative,8241
K Console,2/12/2018,Germany,positive,1676
K Console,2/12/2018,Germany,negative,633
K Console,2/12/2018,Australia,unassigned,
K Console,2/12/2018,Australia,positive,
K Console,2/19/2018,Australia,positive,321
K Console,2/19/2018,United States,positive,11540
K Console,2/19/2018,United States,unassigned,1029
K Console,2/19/2018,Germany,positive,1420
K Console,2/19/2018,Germany,unassigned,40
K Console,2/19/2018,Australia,negative,136
K Console,2/19/2018,United Kingdom,positive,1399
K Console,2/19/2018,United States,negative,7624
K Console,2/19/2018,United Kingdom,negative,587
K Console,2/19/2018,United States,neutral,60828
K Console,2/19/2018,Australia,unassigned,37
K Console,2/19/2018,Germany,neutral,1733
K Console,2/19/2018,United Kingdom,neutral,6911
K Console,2/19/2018,Germany,negative,494
K Console,2/19/2018,United Kingdom,unassigned,
K Console,2/19/2018,Australia,neutral,
K Console,2/26/2018,Australia,neutral,741
K Console,2/26/2018,Germany,unassigned,13
K Console,2/26/2018,United Kingdom,positive,778
K Console,2/26/2018,United Kingdom,unassigned,22
K Console,2/26/2018,Germany,negative,338
K Console,2/26/2018,Germany,neutral,510
K Console,2/26/2018,Australia,negative,46
K Console,2/26/2018,United States,positive,7782
K Console,2/26/2018,United States,positive,3732
K Console,2/26/2018,Australia,unassigned,11
K Console,2/26/2018,Australia,unassigned,11
K Console,2/26/2018,Germany,neutral,964
K Console,2/26/2018,United Kingdom,unassigned,89
K Console,2/26/2018,Germany,unassigned,58
K Console,2/26/2018,Germany,negative,142
K Console,2/26/2018,United Kingdom,neutral,2013
K Console,2/26/2018,Australia,neutral,437
K Console,2/26/2018,Germany,positive,356
K Console,2/26/2018,United States,unassigned,325
K Console,2/26/2018,Australia,negative,21
K Console,2/26/2018,Australia,positive,122
K Console,2/26/2018,United Kingdom,neutral,4013
K Console,2/26/2018,United States,neutral,34870
K Console,2/26/2018,United Kingdom,positive,382
K Console,2/26/2018,United States,neutral,18373
K Console,2/26/2018,United Kingdom,negative,300
K Console,2/26/2018,United States,negative,2047
K Console,2/26/2018,United States,negative,3959
K Console,2/26/2018,Australia,positive,134
K Console,2/26/2018,United Kingdom,negative,148
K Console,2/26/2018,Germany,positive,781
K Console,2/26/2018,United States,unassigned,
K Console,3/5/2018,Australia,neutral,1464
K Console,3/5/2018,Germany,positive,1684
K Console,3/5/2018,United Kingdom,negative,620
K Console,3/5/2018,Australia,negative,108
K Console,3/5/2018,United States,unassigned,1862
K Console,3/5/2018,United Kingdom,unassigned,99
K Console,3/5/2018,Australia,unassigned,19
K Console,3/5/2018,United Kingdom,neutral,9725
K Console,3/5/2018,United States,positive,10618
K Console,3/5/2018,Germany,negative,664
K Console,3/5/2018,United States,neutral,53806
K Console,3/5/2018,Australia,positive,264
K Console,3/5/2018,United States,negative,6481
K Console,3/5/2018,Germany,neutral,2003
K Console,3/5/2018,United Kingdom,positive,
K Console,3/5/2018,Germany,unassigned,
K Console,3/12/2018,Germany,unassigned,49
K Console,3/12/2018,United Kingdom,unassigned,123
K Console,3/12/2018,Germany,positive,1554
K Console,3/12/2018,Germany,neutral,1928
K Console,3/12/2018,United Kingdom,negative,601
K Console,3/12/2018,United States,neutral,42395
K Console,3/12/2018,United States,positive,9236
K Console,3/12/2018,Australia,neutral,1550
K Console,3/12/2018,Australia,positive,348
K Console,3/12/2018,United States,unassigned,1347
K Console,3/12/2018,United Kingdom,positive,1973
K Console,3/12/2018,Australia,unassigned,85
K Console,3/12/2018,Germany,negative,459
K Console,3/12/2018,United States,negative,4102
K Console,3/12/2018,United Kingdom,neutral,
K Console,3/12/2018,Australia,negative,
K Console,3/19/2018,Australia,neutral,1508
K Console,3/19/2018,United States,negative,4116
K Console,3/19/2018,United States,positive,8721
K Console,3/19/2018,United Kingdom,unassigned,135
K Console,3/19/2018,Australia,unassigned,34
K Console,3/19/2018,Australia,negative,107
K Console,3/19/2018,Germany,positive,1583
K Console,3/19/2018,Germany,unassigned,65
K Console,3/19/2018,United Kingdom,positive,1742
K Console,3/19/2018,United Kingdom,negative,655
K Console,3/19/2018,Germany,neutral,2184
K Console,3/19/2018,Australia,positive,279
K Console,3/19/2018,United States,neutral,
K Console,3/19/2018,United Kingdom,neutral,
K Console,3/19/2018,Germany,negative,
K Console,3/19/2018,United States,unassigned,
K Console,3/26/2018,Germany,positive,166
K Console,3/26/2018,Germany,unassigned,59
K Console,3/26/2018,United States,positive,617
K Console,3/26/2018,Australia,positive,22
K Console,3/26/2018,United Kingdom,negative,459
K Console,3/26/2018,Australia,negative,106
K Console,3/26/2018,Australia,negative,8
K Console,3/26/2018,Germany,neutral,1953
K Console,3/26/2018,Australia,neutral,1176
K Console,3/26/2018,United Kingdom,unassigned,99
K Console,3/26/2018,United States,positive,5781
K Console,3/26/2018,Australia,unassigned,2
K Console,3/26/2018,United States,unassigned,987
K Console,3/26/2018,United Kingdom,negative,222
K Console,3/26/2018,United Kingdom,positive,1832
K Console,3/26/2018,Germany,unassigned,9
K Console,3/26/2018,United Kingdom,positive,328
K Console,3/26/2018,United States,negative,3313
K Console,3/26/2018,Australia,neutral,152
K Console,3/26/2018,United States,neutral,28378
K Console,3/26/2018,United Kingdom,unassigned,82
K Console,3/26/2018,Germany,negative,533
K Console,3/26/2018,United Kingdom,neutral,1513
K Console,3/26/2018,Germany,negative,86
K Console,3/26/2018,Germany,neutral,204
K Console,3/26/2018,Australia,positive,223
K Console,3/26/2018,United States,unassigned,
K Console,3/26/2018,United Kingdom,neutral,
K Console,3/26/2018,Australia,unassigned,
K Console,3/26/2018,United States,negative,
K Console,3/26/2018,United States,neutral,
K Console,3/26/2018,Germany,positive,
K Console,4/2/2018,United States,positive,10886
K Console,4/2/2018,Germany,unassigned,62
K Console,4/2/2018,United Kingdom,neutral,11002
K Console,4/2/2018,United Kingdom,positive,1846
K Console,4/2/2018,Australia,unassigned,24
K Console,4/2/2018,United States,neutral,54952
K Console,4/2/2018,United Kingdom,unassigned,132
K Console,4/2/2018,Germany,negative,457
K Console,4/2/2018,United States,negative,4190
K Console,4/2/2018,Australia,neutral,1470
K Console,4/2/2018,Australia,positive,305
K Console,4/2/2018,United Kingdom,negative,567
K Console,4/2/2018,Germany,neutral,2526
K Console,4/2/2018,United States,unassigned,2901
K Console,4/2/2018,Germany,positive,1376
K Console,4/2/2018,Australia,negative,
K Console,4/9/2018,United States,negative,5206
K Console,4/9/2018,United Kingdom,neutral,8338
K Console,4/9/2018,United States,neutral,38213
K Console,4/9/2018,Germany,negative,547
K Console,4/9/2018,Australia,negative,130
K Console,4/9/2018,Australia,positive,282
K Console,4/9/2018,Germany,positive,1435
K Console,4/9/2018,United Kingdom,unassigned,144
K Console,4/9/2018,Germany,neutral,2062
K Console,4/9/2018,Australia,neutral,1405
K Console,4/9/2018,Germany,unassigned,95
K Console,4/9/2018,United States,unassigned,1613
K Console,4/9/2018,United Kingdom,positive,1569
K Console,4/9/2018,Australia,unassigned,25
K Console,4/9/2018,United Kingdom,negative,646
K Console,4/9/2018,United States,positive,
K Console,4/16/2018,Germany,unassigned,74
K Console,4/16/2018,United Kingdom,neutral,9317
K Console,4/16/2018,Germany,negative,591
K Console,4/16/2018,United States,positive,8603
K Console,4/16/2018,United Kingdom,unassigned,111
K Console,4/16/2018,Australia,positive,331
K Console,4/16/2018,Australia,unassigned,15
K Console,4/16/2018,Germany,positive,1391
K Console,4/16/2018,United States,unassigned,1229
K Console,4/16/2018,Australia,negative,147
K Console,4/16/2018,United Kingdom,positive,1610
K Console,4/16/2018,Germany,neutral,1718
K Console,4/16/2018,United States,neutral,39043
K Console,4/16/2018,United States,negative,4789
K Console,4/16/2018,Australia,neutral,
K Console,4/16/2018,United Kingdom,negative,
K Console,4/23/2018,Australia,negative,122
K Console,4/23/2018,United States,unassigned,1724
K Console,4/23/2018,United States,neutral,38343
K Console,4/23/2018,United Kingdom,unassigned,91
K Console,4/23/2018,United States,negative,4094
K Console,4/23/2018,United Kingdom,neutral,9312
K Console,4/23/2018,Germany,unassigned,59
K Console,4/23/2018,United Kingdom,positive,1662
K Console,4/23/2018,Australia,neutral,1431
K Console,4/23/2018,Australia,positive,284
K Console,4/23/2018,Germany,neutral,1768
K Console,4/23/2018,United Kingdom,negative,544
K Console,4/23/2018,Germany,positive,1669
K Console,4/23/2018,Australia,unassigned,22
K Console,4/23/2018,Germany,negative,494
K Console,4/23/2018,United States,positive,8257
K Console,4/30/2018,United States,neutral,705
K Console,4/30/2018,Germany,positive,5
K Console,4/30/2018,Australia,neutral,16
K Console,4/30/2018,Australia,unassigned,1
K Console,4/30/2018,Australia,negative,1
K Console,4/30/2018,United States,neutral,26860
K Console,4/30/2018,Australia,neutral,864
K Console,4/30/2018,Germany,negative,0
K Console,4/30/2018,United Kingdom,neutral,54
K Console,4/30/2018,Australia,negative,79
K Console,4/30/2018,United Kingdom,positive,1327
K Console,4/30/2018,Australia,positive,4
K Console,4/30/2018,United Kingdom,positive,12
K Console,4/30/2018,United Kingdom,neutral,6059
K Console,4/30/2018,United States,positive,152
K Console,4/30/2018,Australia,unassigned,7
K Console,4/30/2018,United Kingdom,unassigned,95
K Console,4/30/2018,Germany,negative,444
K Console,4/30/2018,United States,unassigned,850
K Console,4/30/2018,Germany,positive,1131
K Console,4/30/2018,United States,negative,59
K Console,4/30/2018,Australia,positive,180
K Console,4/30/2018,Germany,unassigned,39
K Console,4/30/2018,United States,negative,4021
K Console,4/30/2018,United States,unassigned,45
K Console,4/30/2018,United States,positive,6117
K Console,4/30/2018,United Kingdom,negative,668
K Console,4/30/2018,Germany,neutral,
K Console,4/30/2018,Germany,neutral,
K Console,5/7/2018,Australia,neutral,1223
K Console,5/7/2018,Australia,positive,207
K Console,5/7/2018,United States,positive,6658
K Console,5/7/2018,United States,neutral,36819
K Console,5/7/2018,Germany,negative,489
K Console,5/7/2018,Germany,unassigned,63
K Console,5/7/2018,Australia,unassigned,21
K Console,5/7/2018,United Kingdom,positive,1320
K Console,5/7/2018,United States,negative,3838
K Console,5/7/2018,Germany,neutral,1796
K Console,5/7/2018,Australia,negative,79
K Console,5/7/2018,United Kingdom,neutral,7886
K Console,5/7/2018,United Kingdom,unassigned,69
K Console,5/7/2018,United States,unassigned,906
K Console,5/7/2018,United Kingdom,negative,495
K Console,5/7/2018,Germany,positive,
K Console,5/14/2018,Germany,unassigned,54
K Console,5/14/2018,Australia,unassigned,24
K Console,5/14/2018,United Kingdom,positive,1830
K Console,5/14/2018,United Kingdom,negative,497
K Console,5/14/2018,United States,unassigned,905
K Console,5/14/2018,Germany,neutral,1687
K Console,5/14/2018,United Kingdom,neutral,6220
K Console,5/14/2018,Australia,neutral,1170
K Console,5/14/2018,Germany,positive,1538
K Console,5/14/2018,United States,positive,7213
K Console,5/14/2018,United States,neutral,35516
K Console,5/14/2018,Australia,negative,91
K Console,5/14/2018,United Kingdom,unassigned,54
K Console,5/14/2018,Australia,positive,239
K Console,5/14/2018,United States,negative,3819
K Console,5/14/2018,Germany,negative,451
K Console,5/21/2018,United Kingdom,positive,1793
K Console,5/21/2018,Australia,positive,289
K Console,5/21/2018,United States,positive,8145
