topic,week_start_date,country,sentiment,volume
K Console,6/17/2019,United Kingdom,positive,1028
K Console,6/17/2019,United States,positive,
K Console,6/17/2019,United Kingdom,neutral,
K Console,6/24/2019,Australia,negative,121
K Console,6/24/2019,United Kingdom,positive,1049
K Console,6/24/2019,United States,neutral,37803
K Console,6/24/2019,United States,unassigned,1083
K Console,6/24/2019,United States,negative,3584
K Console,6/24/2019,United Kingdom,neutral,6020
K Console,6/24/2019,Germany,positive,1345
K Console,6/24/2019,Germany,neutral,1504
K Console,6/24/2019,United Kingdom,unassigned,89
K Console,6/24/2019,Australia,positive,192
K Console,6/24/2019,United States,positive,6455
K Console,6/24/2019,Australia,neutral,1306
K Console,6/24/2019,Australia,unassigned,24
K Console,6/24/2019,Germany,unassigned,25
K Console,6/24/2019,United Kingdom,negative,442
K Console,6/24/2019,Germany,negative,
K Console,7/1/2019,United Kingdom,neutral,49
K Console,7/1/2019,United Kingdom,unassigned,98
K Console,7/1/2019,United States,unassigned,45
K Console,7/1/2019,United States,neutral,1207
K Console,7/1/2019,United States,unassigned,998
K Console,7/1/2019,Germany,unassigned,26
K Console,7/1/2019,Australia,neutral,34
K Console,7/1/2019,Australia,positive,183
K Console,7/1/2019,United States,negative,123
K Console,7/1/2019,United Kingdom,positive,13
K Console,7/1/2019,Australia,neutral,1046
K Console,7/1/2019,United Kingdom,negative,5
K Console,7/1/2019,Germany,negative,1
K Console,7/1/2019,United States,neutral,33364
K Console,7/1/2019,Germany,negative,411
K Console,7/1/2019,Australia,negative,3
K Console,7/1/2019,United Kingdom,neutral,7010
K Console,7/1/2019,United Kingdom,unassigned,0
K Console,7/1/2019,United Kingdom,negative,486
K Console,7/1/2019,United States,positive,412
K Console,7/1/2019,Australia,negative,75
K Console,7/1/2019,Australia,unassigned,22
K Console,7/1/2019,Germany,positive,1280
K Console,7/1/2019,United States,positive,6877
K Console,7/1/2019,Germany,neutral,14
K Console,7/1/2019,Germany,unassigned,0
K Console,7/1/2019,United Kingdom,positive,
K Console,7/1/2019,Germany,positive,
K Console,7/1/2019,Germany,neutral,
K Console,7/1/2019,Australia,positive,
K Console,7/1/2019,United States,negative,
K Console,7/8/2019,Australia,unassigned,30
K Console,7/8/2019,United Kingdom,neutral,6924
K Console,7/8/2019,Australia,negative,70
K Console,7/8/2019,Australia,positive,154
K Console,7/8/2019,United States,negative,2832
K Console,7/8/2019,Australia,neutral,1013
K Console,7/8/2019,United Kingdom,negative,447
K Console,7/8/2019,Germany,unassigned,24
K Console,7/8/2019,United Kingdom,positive,1118
K Console,7/8/2019,United States,neutral,34309
K Console,7/8/2019,Germany,neutral,1704
K Console,7/8/2019,United Kingdom,unassigned,82
K Console,7/8/2019,United States,positive,5594
K Console,7/8/2019,Germany,negative,356
K Console,7/8/2019,Germany,positive,1385
K Console,7/8/2019,United States,unassigned,
K Console,7/15/2019,Germany,positive,1372
K Console,7/15/2019,Australia,unassigned,36
K Console,7/15/2019,United States,negative,3272
K Console,7/15/2019,United Kingdom,negative,516
K Console,7/15/2019,United Kingdom,neutral,6925
K Console,7/15/2019,Germany,unassigned,42
K Console,7/15/2019,United States,positive,6743
K Console,7/15/2019,Australia,positive,232
K Console,7/15/2019,Germany,negative,392
K Console,7/15/2019,Australia,negative,77
K Console,7/15/2019,United States,neutral,35988
K Console,7/15/2019,United States,unassigned,1364
K Console,7/15/2019,United Kingdom,positive,1219
K Console,7/15/2019,Australia,neutral,1182
K Console,7/15/2019,Germany,neutral,2022
K Console,7/15/2019,United Kingdom,unassigned,
K Console,7/22/2019,Australia,unassigned,22
K Console,7/22/2019,United Kingdom,neutral,9158
K Console,7/22/2019,United Kingdom,positive,1195
K Console,7/22/2019,Germany,negative,473
K Console,7/22/2019,United Kingdom,negative,741
K Console,7/22/2019,United States,unassigned,1263
K Console,7/22/2019,Australia,neutral,1440
K Console,7/22/2019,United States,positive,9264
K Console,7/22/2019,Australia,negative,135
K Console,7/22/2019,Germany,unassigned,30
K Console,7/22/2019,Australia,positive,227
K Console,7/22/2019,United States,neutral,58473
K Console,7/22/2019,United Kingdom,unassigned,104
K Console,7/22/2019,Germany,positive,1115
K Console,7/22/2019,Germany,neutral,1915
K Console,7/22/2019,United States,negative,
K Console,7/29/2019,United Kingdom,positive,592
K Console,7/29/2019,United Kingdom,neutral,4040
K Console,7/29/2019,United Kingdom,unassigned,44
K Console,7/29/2019,United States,negative,1376
K Console,7/29/2019,Australia,positive,91
K Console,7/29/2019,United States,negative,1638
K Console,7/29/2019,Germany,neutral,848
K Console,7/29/2019,Germany,unassigned,11
K Console,7/29/2019,Germany,neutral,989
K Console,7/29/2019,Australia,neutral,675
K Console,7/29/2019,United Kingdom,positive,525
K Console,7/29/2019,Germany,positive,684
K Console,7/29/2019,Australia,neutral,619
K Console,7/29/2019,Australia,negative,38
K Console,7/29/2019,Germany,negative,222
K Console,7/29/2019,United States,positive,3655
K Console,7/29/2019,United States,unassigned,610
K Console,7/29/2019,United States,positive,2811
K Console,7/29/2019,Australia,unassigned,3
K Console,7/29/2019,Germany,negative,135
K Console,7/29/2019,United States,neutral,28887
K Console,7/29/2019,Australia,unassigned,9
K Console,7/29/2019,Australia,positive,108
K Console,7/29/2019,United Kingdom,unassigned,54
K Console,7/29/2019,United Kingdom,negative,254
K Console,7/29/2019,Australia,negative,37
K Console,7/29/2019,United Kingdom,neutral,
K Console,7/29/2019,Germany,positive,
K Console,7/29/2019,United Kingdom,negative,
K Console,7/29/2019,Germany,unassigned,
K Console,7/29/2019,United States,neutral,
K Console,7/29/2019,United States,unassigned,
K Console,8/5/2019,United States,unassigned,1150
K Console,8/5/2019,Germany,negative,452
K Console,8/5/2019,United Kingdom,negative,515
K Console,8/5/2019,Australia,positive,185
K Console,8/5/2019,United States,neutral,45215
K Console,8/5/2019,Australia,unassigned,14
K Console,8/5/2019,United Kingdom,neutral,7078
K Console,8/5/2019,Australia,negative,97
K Console,8/5/2019,Germany,neutral,1893
K Console,8/5/2019,Australia,neutral,1268
K Console,8/5/2019,Germany,positive,1411
K Console,8/5/2019,United States,positive,5652
K Console,8/5/2019,United States,negative,3284
K Console,8/5/2019,Germany,unassigned,
K Console,8/5/2019,United Kingdom,unassigned,
K Console,8/5/2019,United Kingdom,positive,
K Console,8/12/2019,United States,negative,3229
K Console,8/12/2019,United Kingdom,unassigned,212
K Console,8/12/2019,Australia,positive,252
K Console,8/12/2019,United States,positive,8144
K Console,8/12/2019,Australia,negative,89
K Console,8/12/2019,Australia,neutral,1325
K Console,8/12/2019,United Kingdom,neutral,7681
K Console,8/12/2019,Germany,unassigned,30
K Console,8/12/2019,United Kingdom,negative,561
K Console,8/12/2019,United States,neutral,42478
K Console,8/12/2019,Germany,positive,1680
K Console,8/12/2019,Germany,neutral,1983
K Console,8/12/2019,Germany,negative,397
K Console,8/12/2019,United Kingdom,positive,1554
K Console,8/12/2019,Australia,unassigned,18
K Console,8/12/2019,United States,unassigned,
K Console,8/19/2019,United Kingdom,neutral,10164
K Console,8/19/2019,United States,negative,4361
K Console,8/19/2019,United Kingdom,positive,1918
K Console,8/19/2019,Germany,negative,516
K Console,8/19/2019,United States,positive,10678
K Console,8/19/2019,United States,unassigned,2267
K Console,8/19/2019,Australia,positive,324
K Console,8/19/2019,Germany,positive,2068
K Console,8/19/2019,Germany,neutral,2459
K Console,8/19/2019,Australia,unassigned,27
K Console,8/19/2019,United Kingdom,negative,630
K Console,8/19/2019,Australia,neutral,1852
K Console,8/19/2019,United States,neutral,62114
K Console,8/19/2019,United Kingdom,unassigned,149
K Console,8/19/2019,Australia,negative,
K Console,8/19/2019,Germany,unassigned,
K Console,8/26/2019,Australia,neutral,1299
K Console,8/26/2019,Germany,positive,1447
K Console,8/26/2019,Australia,unassigned,12
K Console,8/26/2019,United States,neutral,34727
K Console,8/26/2019,Germany,neutral,1475
K Console,8/26/2019,Germany,unassigned,32
K Console,8/26/2019,United Kingdom,negative,529
K Console,8/26/2019,United States,unassigned,1023
K Console,8/26/2019,United States,positive,486
K Console,8/26/2019,Australia,neutral,108
K Console,8/26/2019,Germany,negative,71
K Console,8/26/2019,United States,neutral,2954
K Console,8/26/2019,United States,positive,5923
K Console,8/26/2019,United Kingdom,neutral,730
K Console,8/26/2019,United Kingdom,unassigned,18
K Console,8/26/2019,United Kingdom,neutral,6670
K Console,8/26/2019,Australia,positive,260
K Console,8/26/2019,United States,negative,2632
K Console,8/26/2019,Australia,unassigned,1
K Console,8/26/2019,Germany,negative,346
K Console,8/26/2019,United Kingdom,unassigned,123
K Console,8/26/2019,Australia,negative,71
K Console,8/26/2019,Germany,neutral,235
K Console,8/26/2019,Germany,positive,150
K Console,8/26/2019,United Kingdom,negative,67
K Console,8/26/2019,United Kingdom,positive,139
K Console,8/26/2019,Australia,positive,21
K Console,8/26/2019,United States,negative,239
K Console,8/26/2019,United Kingdom,positive,1253
K Console,8/26/2019,Germany,unassigned,
K Console,8/26/2019,Australia,negative,
K Console,8/26/2019,United States,unassigned,
K Console,9/2/2019,United States,negative,3309
K Console,9/2/2019,Australia,neutral,1445
K Console,9/2/2019,Australia,negative,94
K Console,9/2/2019,Germany,negative,378
K Console,9/2/2019,United Kingdom,positive,1418
K Console,9/2/2019,Australia,unassigned,22
K Console,9/2/2019,United States,unassigned,1205
K Console,9/2/2019,United Kingdom,neutral,11098
K Console,9/2/2019,Australia,positive,271
K Console,9/2/2019,United States,positive,6854
K Console,9/2/2019,United Kingdom,unassigned,172
K Console,9/2/2019,United States,neutral,46436
K Console,9/2/2019,Germany,neutral,1905
K Console,9/2/2019,United Kingdom,negative,656
K Console,9/2/2019,Germany,positive,1647
K Console,9/2/2019,Germany,unassigned,
K Console,9/9/2019,Australia,negative,180
K Console,9/9/2019,United Kingdom,unassigned,193
K Console,9/9/2019,United Kingdom,negative,716
K Console,9/9/2019,United States,positive,14620
K Console,9/9/2019,Germany,unassigned,404
K Console,9/9/2019,United Kingdom,positive,2880
K Console,9/9/2019,Germany,negative,951
K Console,9/9/2019,Germany,neutral,2971
K Console,9/9/2019,United States,neutral,56050
K Console,9/9/2019,Australia,neutral,1822
K Console,9/9/2019,United Kingdom,neutral,10912
K Console,9/9/2019,Germany,positive,2347
K Console,9/9/2019,United States,negative,4922
K Console,9/9/2019,United States,unassigned,1437
K Console,9/9/2019,Australia,unassigned,34
K Console,9/9/2019,Australia,positive,
K Console,9/16/2019,United Kingdom,positive,1402
K Console,9/16/2019,Australia,neutral,1561
K Console,9/16/2019,Germany,negative,561
K Console,9/16/2019,United Kingdom,neutral,10525
K Console,9/16/2019,United States,unassigned,1317
K Console,9/16/2019,Australia,negative,86
K Console,9/16/2019,Germany,positive,1431
K Console,9/16/2019,United States,positive,7222
K Console,9/16/2019,Germany,neutral,2681
K Console,9/16/2019,Australia,unassigned,31
K Console,9/16/2019,Australia,positive,245
K Console,9/16/2019,United States,negative,3378
K Console,9/16/2019,Germany,unassigned,41
K Console,9/16/2019,United Kingdom,negative,
K Console,9/16/2019,United Kingdom,unassigned,
K Console,9/16/2019,United States,neutral,
K Console,9/23/2019,United States,negative,5130
K Console,9/23/2019,United States,unassigned,2132
K Console,9/23/2019,Australia,positive,369
K Console,9/23/2019,Germany,positive,1846
K Console,9/23/2019,United Kingdom,positive,2639
K Console,9/23/2019,Germany,unassigned,37
K Console,9/23/2019,United States,positive,9928
K Console,9/23/2019,Germany,negative,893
K Console,9/23/2019,Australia,negative,173
K Console,9/23/2019,United Kingdom,negative,1145
K Console,9/23/2019,United Kingdom,unassigned,263
K Console,9/23/2019,Australia,unassigned,30
K Console,9/23/2019,United Kingdom,neutral,16805
K Console,9/23/2019,Germany,neutral,3201
K Console,9/23/2019,Australia,neutral,2094
K Console,9/23/2019,United States,neutral,53048
K Console,9/30/2019,United Kingdom,positive,275
K Console,9/30/2019,United States,neutral,39759
K Console,9/30/2019,Australia,positive,223
K Console,9/30/2019,Germany,neutral,317
K Console,9/30/2019,United States,positive,5831
K Console,9/30/2019,Germany,negative,115
K Console,9/30/2019,United Kingdom,unassigned,137
K Console,9/30/2019,Germany,unassigned,25
K Console,9/30/2019,United Kingdom,negative,91
K Console,9/30/2019,United Kingdom,neutral,1589
K Console,9/30/2019,Germany,unassigned,9
K Console,9/30/2019,Australia,neutral,1497
K Console,9/30/2019,United States,negative,546
K Console,9/30/2019,United States,neutral,7302
K Console,9/30/2019,United States,unassigned,1067
K Console,9/30/2019,United States,negative,3375
K Console,9/30/2019,Germany,positive,379
K Console,9/30/2019,Germany,neutral,2021
K Console,9/30/2019,United States,unassigned,207
K Console,9/30/2019,Australia,negative,14
K Console,9/30/2019,Australia,positive,51
K Console,9/30/2019,United Kingdom,unassigned,15
K Console,9/30/2019,United Kingdom,positive,1413
K Console,9/30/2019,United Kingdom,negative,565
K Console,9/30/2019,Australia,unassigned,3
K Console,9/30/2019,Germany,negative,439
K Console,9/30/2019,United Kingdom,neutral,9033
K Console,9/30/2019,Germany,positive,1345
K Console,9/30/2019,Australia,unassigned,
K Console,9/30/2019,United States,positive,
K Console,9/30/2019,Australia,neutral,
K Console,9/30/2019,Australia,negative,
K Console,10/7/2019,United States,neutral,47067
K Console,10/7/2019,United Kingdom,negative,747
K Console,10/7/2019,Australia,positive,287
K Console,10/7/2019,Australia,unassigned,24
K Console,10/7/2019,United States,positive,8287
K Console,10/7/2019,Germany,positive,2366
K Console,10/7/2019,United Kingdom,unassigned,402
K Console,10/7/2019,United Kingdom,neutral,11379
K Console,10/7/2019,United States,negative,4223
K Console,10/7/2019,Germany,neutral,2642
K Console,10/7/2019,Germany,negative,746
K Console,10/7/2019,Australia,neutral,1674
K Console,10/7/2019,Germany,unassigned,37
K Console,10/7/2019,Australia,negative,121
K Console,10/7/2019,United States,unassigned,1551
K Console,10/7/2019,United Kingdom,positive,
K Console,10/14/2019,United States,negative,3364
K Console,10/14/2019,United States,positive,8548
K Console,10/14/2019,United Kingdom,unassigned,158
K Console,10/14/2019,Germany,negative,604
K Console,10/14/2019,United Kingdom,positive,1621
K Console,10/14/2019,Australia,negative,98
K Console,10/14/2019,Australia,unassigned,20
K Console,10/14/2019,Australia,neutral,1399
K Console,10/14/2019,United States,unassigned,1156
K Console,10/14/2019,United Kingdom,negative,558
K Console,10/14/2019,Germany,positive,1755
K Console,10/14/2019,Germany,unassigned,39
K Console,10/14/2019,United States,neutral,47495
K Console,10/14/2019,Australia,positive,306
K Console,10/14/2019,United Kingdom,neutral,
K Console,10/14/2019,Germany,neutral,
K Console,10/21/2019,Germany,unassigned,44
K Console,10/21/2019,Australia,neutral,1863
K Console,10/21/2019,United Kingdom,neutral,10503
K Console,10/21/2019,United Kingdom,negative,927
K Console,10/21/2019,Germany,positive,2423
K Console,10/21/2019,United States,negative,4277
K Console,10/21/2019,United States,positive,11649
K Console,10/21/2019,Australia,positive,474
K Console,10/21/2019,United Kingdom,unassigned,182
K Console,10/21/2019,Germany,neutral,2522
K Console,10/21/2019,United States,unassigned,1520
K Console,10/21/2019,United States,neutral,56128
K Console,10/21/2019,Australia,negative,129
K Console,10/21/2019,Australia,unassigned,26
K Console,10/21/2019,Germany,negative,746
K Console,10/21/2019,United Kingdom,positive,2322
K Console,10/28/2019,United Kingdom,unassigned,52
K Console,10/28/2019,Germany,neutral,1051
K Console,10/28/2019,United States,negative,1544
K Console,10/28/2019,United Kingdom,neutral,3066
K Console,10/28/2019,United Kingdom,unassigned,88
K Console,10/28/2019,United States,neutral,32694
K Console,10/28/2019,Germany,negative,299
K Console,10/28/2019,United States,positive,2599
K Console,10/28/2019,Australia,positive,260
K Console,10/28/2019,Australia,unassigned,14
K Console,10/28/2019,United States,unassigned,1064
K Console,10/28/2019,United Kingdom,neutral,5932
K Console,10/28/2019,Germany,unassigned,26
K Console,10/28/2019,Australia,neutral,1018
K Console,10/28/2019,Australia,neutral,601
K Console,10/28/2019,United Kingdom,negative,465
K Console,10/28/2019,Australia,unassigned,10
K Console,10/28/2019,United States,positive,6019
K Console,10/28/2019,Germany,neutral,1359
K Console,10/28/2019,United States,negative,2902
K Console,10/28/2019,Germany,positive,616
K Console,10/28/2019,Germany,negative,216
K Console,10/28/2019,United Kingdom,positive,1015
K Console,10/28/2019,Germany,unassigned,13
K Console,10/28/2019,Australia,positive,431
K Console,10/28/2019,United Kingdom,positive,524
K Console,10/28/2019,Germany,positive,1271
K Console,10/28/2019,Australia,negative,
K Console,10/28/2019,Australia,negative,
K Console,10/28/2019,United States,unassigned,
K Console,10/28/2019,United States,neutral,
K Console,10/28/2019,United Kingdom,negative,
K Console,11/4/2019,Australia,unassigned,29
K Console,11/4/2019,Australia,neutral,1746
K Console,11/4/2019,United Kingdom,positive,1492
K Console,11/4/2019,Australia,positive,328
K Console,11/4/2019,Germany,positive,1815
K Console,11/4/2019,United States,positive,7785
K Console,11/4/2019,Germany,negative,605
K Console,11/4/2019,United Kingdom,neutral,9478
K Console,11/4/2019,United States,unassigned,1351
K Console,11/4/2019,United Kingdom,unassigned,137
K Console,11/4/2019,United States,neutral,51907
K Console,11/4/2019,Germany,unassigned,39
K Console,11/4/2019,United States,negative,4374
K Console,11/4/2019,United Kingdom,negative,755
K Console,11/4/2019,Germany,neutral,2663
K Console,11/4/2019,Australia,negative,108
K Console,11/11/2019,Germany,positive,1478
K Console,11/11/2019,Australia,negative,86
K Console,11/11/2019,Australia,unassigned,21
K Console,11/11/2019,Germany,neutral,2134
K Console,11/11/2019,United States,positive,6195
K Console,11/11/2019,United Kingdom,unassigned,168
K Console,11/11/2019,Germany,negative,1904
K Console,11/11/2019,United Kingdom,neutral,7331
K Console,11/11/2019,Australia,neutral,1022
K Console,11/11/2019,United Kingdom,positive,1309
K Console,11/11/2019,Australia,positive,220
K Console,11/11/2019,United States,neutral,38046
K Console,11/11/2019,United States,unassigned,1181
K Console,11/11/2019,United States,negative,3616
K Console,11/11/2019,United Kingdom,negative,
K Console,11/11/2019,Germany,unassigned,
K Console,11/18/2019,United States,positive,7358
K Console,11/18/2019,Germany,neutral,2020
K Console,11/18/2019,Germany,unassigned,47
K Console,11/18/2019,United States,neutral,39246
K Console,11/18/2019,Australia,positive,289
K Console,11/18/2019,Australia,neutral,1405
K Console,11/18/2019,United States,negative,3358
K Console,11/18/2019,United Kingdom,negative,479
K Console,11/18/2019,Germany,positive,1838
K Console,11/18/2019,Australia,negative,126
K Console,11/18/2019,United Kingdom,unassigned,114
K Console,11/18/2019,United Kingdom,neutral,6063
K Console,11/18/2019,Australia,unassigned,17
K Console,11/18/2019,United Kingdom,positive,1469
K Console,11/18/2019,United States,unassigned,1246
K Console,11/18/2019,Germany,negative,
K Console,11/25/2019,Australia,negative,9
K Console,11/25/2019,Germany,positive,139
K Console,11/25/2019,Germany,neutral,1578
K Console,11/25/2019,United States,positive,6289
K Console,11/25/2019,Germany,negative,512
K Console,11/25/2019,United States,negative,330
K Console,11/25/2019,United States,unassigned,108
K Console,11/25/2019,United Kingdom,unassigned,12
K Console,11/25/2019,Germany,negative,47
K Console,11/25/2019,Australia,positive,23
K Console,11/25/2019,Germany,unassigned,3
K Console,11/25/2019,United States,negative,2797
K Console,11/25/2019,United Kingdom,neutral,6146
K Console,11/25/2019,Australia,negative,85
K Console,11/25/2019,United Kingdom,negative,45
K Console,11/25/2019,Germany,positive,1924
K Console,11/25/2019,United Kingdom,negative,443
K Console,11/25/2019,Germany,neutral,243
K Console,11/25/2019,Australia,neutral,110
K Console,11/25/2019,United States,neutral,36898
K Console,11/25/2019,Australia,unassigned,15
K Console,11/25/2019,United States,unassigned,1131
K Console,11/25/2019,Australia,neutral,1371
K Console,11/25/2019,United Kingdom,unassigned,103
K Console,11/25/2019,United States,neutral,4166
K Console,11/25/2019,United Kingdom,positive,1254
K Console,11/25/2019,United Kingdom,neutral,764
K Console,11/25/2019,Germany,unassigned,
K Console,11/25/2019,United Kingdom,positive,
K Console,11/25/2019,United States,positive,
K Console,11/25/2019,Australia,positive,
K Console,12/2/2019,Germany,unassigned,38
K Console,12/2/2019,United Kingdom,neutral,11151
K Console,12/2/2019,Australia,unassigned,21
K Console,12/2/2019,Australia,neutral,1923
K Console,12/2/2019,United Kingdom,positive,2264
K Console,12/2/2019,United States,positive,11285
K Console,12/2/2019,Germany,negative,533
K Console,12/2/2019,Australia,negative,104
K Console,12/2/2019,United Kingdom,negative,551
K Console,12/2/2019,United States,neutral,52135
K Console,12/2/2019,Germany,positive,2059
K Console,12/2/2019,Germany,neutral,2362
K Console,12/2/2019,United States,unassigned,1634
K Console,12/2/2019,United Kingdom,unassigned,160
K Console,12/2/2019,United States,negative,
K Console,12/2/2019,Australia,positive,
K Console,12/9/2019,Australia,positive,402
K Console,12/9/2019,United Kingdom,positive,2343
K Console,12/9/2019,Australia,neutral,1856
K Console,12/9/2019,Germany,unassigned,38
K Console,12/9/2019,Germany,negative,587
K Console,12/9/2019,United Kingdom,negative,608
K Console,12/9/2019,United States,neutral,57394
K Console,12/9/2019,Australia,unassigned,27
K Console,12/9/2019,United Kingdom,unassigned,167
K Console,12/9/2019,Germany,neutral,2463
K Console,12/9/2019,Germany,positive,1884
K Console,12/9/2019,Australia,negative,116
K Console,12/9/2019,United Kingdom,neutral,10141
K Console,12/9/2019,United States,unassigned,1781
K Console,12/9/2019,United States,negative,
K Console,12/9/2019,United States,positive,
K Console,12/16/2019,United States,neutral,50988
K Console,12/16/2019,United Kingdom,negative,576
K Console,12/16/2019,Australia,positive,276
K Console,12/16/2019,United States,unassigned,1365
K Console,12/16/2019,Australia,unassigned,20
K Console,12/16/2019,United Kingdom,positive,2011
K Console,12/16/2019,Australia,neutral,1454
K Console,12/16/2019,United States,negative,3830
K Console,12/16/2019,Australia,negative,84
K Console,12/16/2019,United Kingdom,unassigned,112
K Console,12/16/2019,United States,positive,7617
K Console,12/16/2019,Germany,unassigned,17
K Console,12/16/2019,United Kingdom,neutral,9462
K Console,12/16/2019,Germany,neutral,1944
K Console,12/16/2019,Germany,positive,
K Console,12/16/2019,Germany,negative,
K Console,12/23/2019,Germany,unassigned,35
K Console,12/23/2019,United Kingdom,positive,1338
K Console,12/23/2019,United States,unassigned,1013
K Console,12/23/2019,Australia,negative,71
K Console,12/23/2019,United States,negative,3189
K Console,12/23/2019,Australia,neutral,1114
K Console,12/23/2019,Germany,neutral,2231
K Console,12/23/2019,United States,neutral,38141
K Console,12/23/2019,Germany,positive,1204
K Console,12/23/2019,United Kingdom,neutral,6507
K Console,12/23/2019,United Kingdom,unassigned,103
K Console,12/23/2019,Germany,negative,492
K Console,12/23/2019,United States,positive,7019
K Console,12/23/2019,United Kingdom,negative,
K Console,12/23/2019,Australia,unassigned,
K Console,12/23/2019,Australia,positive,
K Console,12/30/2019,United States,negative,1063
K Console,12/30/2019,Germany,positive,392
K Console,12/30/2019,United Kingdom,unassigned,31
K Console,12/30/2019,United Kingdom,neutral,1957
K Console,12/30/2019,United States,neutral,13511
K Console,12/30/2019,Germany,negative,170
K Console,12/30/2019,Australia,unassigned,5
K Console,12/30/2019,Australia,negative,32
K Console,12/30/2019,Australia,neutral,367
K Console,12/30/2019,Australia,positive,67
K Console,12/30/2019,United States,positive,2104
K Console,12/30/2019,Germany,neutral,570
K Console,12/30/2019,United States,unassigned,303
K Console,12/30/2019,United Kingdom,negative,138
K Console,12/30/2019,Germany,unassigned,4
K Console,12/30/2019,United Kingdom,positive,438
